"OTUs";"taxa";"Aldex.kw.0.05";"Log_ratio.max";"Log_ratio.max2";"glmnet_sign.no0.CAU";"glmnet_sign.no0.CYM";"glmnet_sign.ext.CAU";"glmnet_sign.ext.CYM"
"OTU157";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__SEEP.SRB1.s__Olavius_ilvae";0;1;0;0;1;0;0
"OTU158";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Sediminispirochaeta.s__uncultured_bacterium";0;1;0;0;1;0;0
"OTU159";"d__Bacteria.p__Acidobacteriota.__.__.__.__.__";0;1;0;1;0;0;0
"OTU160";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__uncultured.s__uncultured_Alphaproteobacteria";0;1;0;0;1;0;0
"OTU161";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Caldilineales.f__Caldilineaceae.g__uncultured.__";0;1;0;1;0;0;1
"OTU162";"d__Bacteria.p__Gemmatimonadota.c__PAUC43f_marine_benthic_group.o__PAUC43f_marine_benthic_group.f__PAUC43f_marine_benthic_group.g__PAUC43f_marine_benthic_group.s__uncultured_actinobacterium";0;1;0;0;1;1;0
"OTU163";"d__Bacteria.p__Modulibacteria.c__Moduliflexia.o__Moduliflexales.f__Moduliflexaceae.g__Moduliflexaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU164";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Draconibacterium.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU165";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.g__Halioglobus.__";0;0;0;0;0;0;0
"OTU166";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.__.__.__.__";0;1;0;0;0;0;0
"OTU167";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;1;0;0
"OTU168";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiomicrospirales.f__Thiomicrospiraceae.g__endosymbionts.__";0;1;0;0;1;0;0
"OTU169";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__uncultured.__";0;1;0;0;1;1;0
"OTU170";"d__Bacteria.p__Zixibacteria.c__Zixibacteria.o__Zixibacteria.f__Zixibacteria.g__Zixibacteria.s__uncultured_Nitrospinaceae";0;0;0;0;1;0;0
"OTU171";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2.s__uncultured_organism";0;0;0;0;1;1;0
"OTU172";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methyloligellaceae.g__Methyloceanibacter.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU173";"d__Bacteria.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.g__Caldithrix.s__uncultured_Deferribacteres";0;1;1;0;1;0;0
"OTU174";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__SB.5.g__SB.5.s__bacterium_YC.LK.LKJ31";0;0;0;0;0;0;0
"OTU175";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.__.__";0;1;0;0;1;0;0
"OTU176";"d__Bacteria.p__Myxococcota.c__Polyangia.o__UASB.TL25.f__UASB.TL25.g__UASB.TL25.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU177";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.__.__.__";0;0;0;0;0;0;0
"OTU178";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Winogradskyella.__";0;0;0;0;0;0;0
"OTU179";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.__.__.__.__";0;1;0;0;0;0;0
"OTU180";"d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Bryobacterales.f__Bryobacteraceae.g__Bryobacter.__";0;0;0;0;0;0;0
"OTU181";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.__.__.__.__";0;1;0;0;1;0;0
"OTU182";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__uncultured.f__uncultured.g__uncultured.__";0;0;0;0;0;0;1
"OTU183";"d__Bacteria.p__Latescibacterota.c__Latescibacterota.o__Latescibacterota.f__Latescibacterota.g__Latescibacterota.s__saltmarsh_clone";0;0;0;0;0;0;0
"OTU184";"d__Bacteria.p__Fusobacteriota.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU185";"d__Bacteria.p__Patescibacteria.c__WWE3.o__WWE3.f__WWE3.g__WWE3.s__uncultured_bacterium";0;1;0;0;1;0;1
"OTU186";"d__Bacteria.p__LCP.89.c__LCP.89.o__LCP.89.f__LCP.89.g__LCP.89.s__uncultured_bacterium";0;0;0;1;0;0;1
"OTU187";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.__.__.__";0;1;0;0;0;1;0
"OTU188";"d__Bacteria.p__Bacteroidota.c__Ignavibacteria.o__Ignavibacteriales.f__Melioribacteraceae.g__IheB3.7.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU189";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Defluviitaleaceae.g__Defluviitaleaceae_UCG.011.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU190";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Sandaracinaceae.g__uncultured.s__bacterium_enrichment";0;1;0;0;1;1;0
"OTU191";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__Woesearchaeales.g__Woesearchaeales.s__uncultured_crenarchaeote";0;1;0;1;0;0;1
"OTU192";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Rhodopirellula.__";0;1;0;0;1;0;0
"OTU193";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Haloferula.__";0;0;0;0;0;0;1
"OTU194";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2.s__Spirochaeta_isovalerica";0;1;0;0;1;0;0
"OTU195";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__SBR1031.g__SBR1031.__";0;0;0;0;0;0;1
"OTU196";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Gracilibacteria.f__Gracilibacteria.g__Gracilibacteria.s__uncultured_Flavobacterium";0;0;0;0;0;0;0
"OTU197";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__Marine_Benthic_Group_D_and_DHVEG.1.f__Marine_Benthic_Group_D_and_DHVEG.1.g__Marine_Benthic_Group_D_and_DHVEG.1.s__uncultured_Thermoplasmatales";0;0;0;0;1;0;0
"OTU198";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__B2M28.f__B2M28.g__B2M28.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU199";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Cobetia.__";0;1;0;0;0;0;0
"OTU200";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.__.__";0;0;0;0;0;0;0
"OTU201";"d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.f__Babeliales.g__Babeliales.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU202";"d__Bacteria.p__Acidobacteriota.c__c5LKS83.o__c5LKS83.f__c5LKS83.g__c5LKS83.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU203";"d__Bacteria.p__Acidobacteriota.c__Subgroup_18.o__Subgroup_18.f__Subgroup_18.g__Subgroup_18.s__uncultured_bacterium";0;0;0;0;1;0;0
"OTU204";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__SBR1031.g__SBR1031.s__metagenome";0;1;0;0;1;0;0
"OTU205";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Sediminispirochaeta.__";0;1;0;0;1;0;0
"OTU206";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__uncultured.f__uncultured.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;1
"OTU207";"d__Bacteria.p__Latescibacterota.c__Latescibacterota.o__Latescibacterota.f__Latescibacterota.g__Latescibacterota.__";0;1;0;0;0;0;0
"OTU208";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Lutibacter.__";0;1;0;0;1;0;0
"OTU209";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2.s__Oceanispirochaeta_sediminicola";0;0;0;0;0;0;0
"OTU210";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Desulfuromonadia.f__Geopsychrobacteraceae.g__Malonomonas.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU211";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__Desulfosarcina.s__uncultured_marine";0;1;1;0;1;0;0
"OTU212";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;1;0;0
"OTU213";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__Desulfatitalea.__";0;1;0;0;1;0;0
"OTU214";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella.s__Cladosiphon_okamuranus";0;0;0;0;0;0;0
"OTU215";"d__Bacteria.p__Gemmatimonadota.c__BD2.11_terrestrial_group.o__BD2.11_terrestrial_group.f__BD2.11_terrestrial_group.g__BD2.11_terrestrial_group.s__uncultured_Gemmatimonadetes";0;0;0;0;1;0;0
"OTU216";"d__Bacteria.p__Actinobacteriota.c__WCHB1.81.o__WCHB1.81.f__WCHB1.81.g__WCHB1.81.s__uncultured_bacterium";0;1;1;0;1;0;0
"OTU217";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfobulbaceae.g__Desulfobulbus.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU218";"d__Bacteria.p__Spirochaetota.c__Leptospirae.o__Leptospirales.f__Leptospiraceae.g__RBG.16.49.21.s__uncultured_organism";0;1;0;0;0;0;0
"OTU219";"d__Bacteria.p__Desulfobacterota.c__Syntrophobacteria.o__Syntrophobacterales.f__uncultured.g__uncultured.__";0;0;0;0;0;0;0
"OTU220";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidetes_BD2.2.g__Bacteroidetes_BD2.2.s__uncultured_Bacteroidales";0;0;0;0;0;0;0
"OTU221";"d__Archaea.p__Asgardarchaeota.c__Lokiarchaeia.o__Lokiarchaeia.f__Lokiarchaeia.g__Lokiarchaeia.s__uncultured_archaeon";0;1;1;0;0;0;0
"OTU222";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Sunxiuqinia.__";0;1;0;0;1;0;0
"OTU223";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__ST.12K33.g__ST.12K33.s__uncultured_Cytophagales";0;1;0;0;0;0;0
"OTU224";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Sedimenticolaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU225";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__SM1A02.__";0;1;0;0;0;0;0
"OTU226";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__KZNMV.5.B42.f__KZNMV.5.B42.g__KZNMV.5.B42.__";0;1;1;0;1;0;0
"OTU227";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Candidatus_Anammoximicrobium.__";0;1;0;0;0;1;0
"OTU228";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Oligosphaerales.f__Lenti.02.g__Lenti.02.s__uncultured_bacterium";0;1;0;0;1;0;0
"OTU229";"d__Bacteria.p__Spirochaetota.c__Leptospirae.o__Leptospirales.f__Leptospiraceae.g__RBG.16.49.21.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU230";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__uncultured.s__uncultured_Bacteroidetes";0;1;0;0;1;0;0
"OTU231";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.__.__";0;1;0;1;0;0;0
"OTU232";"d__Bacteria.p__Chloroflexi.c__KD4.96.o__KD4.96.f__KD4.96.g__KD4.96.__";0;1;0;0;1;0;0
"OTU233";"d__Bacteria.p__Latescibacterota.c__Latescibacteria.o__Latescibacterales.f__Latescibacteraceae.g__Latescibacteraceae.s__uncultured_marine";0;0;0;0;0;0;0
"OTU234";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__BD2.7.g__BD2.7.__";0;1;0;0;0;0;0
"OTU235";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiomicrospirales.f__Thiomicrospiraceae.g__endosymbionts.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU236";"d__Bacteria.p__Bacteroidota.c__Kryptonia.o__Kryptoniales.f__MSB.3C8.g__MSB.3C8.__";0;1;0;0;1;0;0
"OTU237";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__uncultured.s__uncultured_marine";0;1;0;0;1;0;0
"OTU238";"d__Bacteria.p__Patescibacteria.__.__.__.__.__";0;0;0;0;0;0;0
"OTU239";"d__Bacteria.p__Zixibacteria.c__Zixibacteria.o__Zixibacteria.f__Zixibacteria.g__Zixibacteria.__";0;1;0;0;1;0;0
"OTU240";"d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia.o__MD2894.B20.f__MD2894.B20.g__MD2894.B20.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU241";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__uncultured.s__uncultured_Chloroflexi";0;0;0;0;0;0;0
"OTU242";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Unknown_Family.s__uncultured_bacterium";0;1;0;0;1;0;0
"OTU243";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__uncultured.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU244";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.__.__";0;0;0;0;0;0;0
"OTU245";"d__Bacteria.p__Acidobacteriota.c__Subgroup_22.o__Subgroup_22.f__Subgroup_22.g__Subgroup_22.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU246";"d__Archaea.p__Euryarchaeota.c__Thermococci.o__Methanofastidiosales.f__uncultured.g__uncultured.__";0;1;0;0;0;0;0
"OTU247";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.__.__";0;1;0;0;0;0;0
"OTU248";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__uncultured.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU249";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Sedimenticolaceae.g__uncultured.__";0;1;0;1;0;0;0
"OTU250";"d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.f__Babeliales.g__Babeliales.__";0;1;0;0;0;0;0
"OTU251";"d__Bacteria.p__Bacteroidota.c__Rhodothermia.o__Rhodothermales.f__Rhodothermaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU252";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__DEV007.g__DEV007.__";0;1;1;0;1;1;0
"OTU253";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfatiglandales.f__Desulfatiglandaceae.g__Desulfatiglans.s__uncultured_delta";0;1;1;0;1;0;0
"OTU254";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Rhodopirellula.s__uncultured_planctomycete";0;1;0;0;0;1;0
"OTU255";"d__Bacteria.p__Spirochaetota.c__V2072.189E03.o__V2072.189E03.f__V2072.189E03.g__V2072.189E03.s__uncultured_organism";0;0;0;0;0;0;1
"OTU256";"d__Bacteria.p__Fermentibacterota.c__Fermentibacteria.o__Fermentibacterales.f__Fermentibacteraceae.g__Fermentibacteraceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU257";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae.g__IS.44.__";0;0;0;0;0;1;0
"OTU258";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfobulbaceae.g__Desulfobulbus.s__Desulfobulbus_mediterraneus";0;0;0;0;1;0;0
"OTU259";"d__Bacteria.p__Fusobacteriota.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Propionigenium.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU260";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__CCM11a.f__CCM11a.g__CCM11a.s__uncultured_organism";0;1;0;0;1;0;0
"OTU261";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Blastopirellula.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU262";"d__Bacteria.p__Myxococcota.c__bacteriap25.o__bacteriap25.f__bacteriap25.g__bacteriap25.__";0;1;0;0;0;0;0
"OTU263";"d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__0319.6G20.f__0319.6G20.g__0319.6G20.s__uncultured_marine";0;0;0;0;0;0;1
"OTU264";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Cyanobacteriaceae.g__Cyanobacterium_CLg1.__";0;0;0;0;0;0;0
"OTU265";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Chroococcidiopsis_PCC.6712.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU266";"d__Bacteria.p__Patescibacteria.c__ABY1.o__Candidatus_Kerfeldbacteria.f__Candidatus_Kerfeldbacteria.g__Candidatus_Kerfeldbacteria.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU267";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__uncultured.__";0;1;0;0;1;0;0
"OTU268";"d__Archaea.p__Halobacterota.c__Methanosarcinia.o__Methanosarciniales.f__Methanosarcinaceae.g__Methanolobus.s__uncultured_archaeon";0;0;0;0;0;0;0
"OTU269";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Candidatus_Thiobios.__";0;1;0;0;0;1;0
"OTU270";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__uncultured.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU271";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__MSBL5.f__MSBL5.g__MSBL5.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU272";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__SCGC_AAA011.D5.g__SCGC_AAA011.D5.__";0;0;0;0;0;0;0
"OTU273";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Hyphomonas.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU274";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Thermomarinilinea.s__uncultured_bacterium";0;1;0;0;1;0;0
"OTU275";"d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.__.__.__";0;0;0;0;0;0;0
"OTU276";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__.__.__";0;1;0;0;1;0;0
"OTU277";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Kiloniellaceae.g__Tistlia.__";0;1;0;0;1;0;0
"OTU278";"d__Bacteria.p__Gemmatimonadota.c__Gemmatimonadetes.o__Gemmatimonadales.f__Gemmatimonadaceae.g__uncultured.s__uncultured_organism";0;0;0;0;0;0;1
"OTU279";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Parvularculaceae.__.__";0;1;0;0;0;0;0
"OTU280";"d__Bacteria.p__Gemmatimonadota.c__MD2902.B12.o__MD2902.B12.f__MD2902.B12.g__MD2902.B12.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU281";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.__.__.__.__";0;0;0;0;0;0;0
"OTU282";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__AEGEAN.169_marine_group.g__AEGEAN.169_marine_group.__";0;0;0;1;0;0;0
"OTU283";"d__Bacteria.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.__.__";0;0;0;0;0;0;0
"OTU284";"d__Bacteria.p__LCP.89.c__LCP.89.o__LCP.89.f__LCP.89.g__LCP.89.s__saltmarsh_clone";0;1;1;1;0;0;0
"OTU285";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Schleiferiaceae.g__Schleiferia.__";0;0;0;1;0;0;0
"OTU286";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__TG3.g__TG3.s__uncultured_Chitinivibrionia";0;0;0;0;0;0;0
"OTU287";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Bdellovibrionaceae.g__OM27_clade.__";0;0;0;0;0;0;0
"OTU288";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU289";"d__Bacteria.p__Firmicutes.c__Bacilli.__.__.__.__";0;0;0;0;1;0;0
"OTU290";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__Woesearchaeales.g__Woesearchaeales.s__uncultured_archaeon";0;1;0;0;0;0;0
"OTU291";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__Fibrobacteraceae.g__uncultured.s__uncultured_bacterium";0;0;0;1;0;0;0
"OTU292";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmatota.o__Thermoplasmatota.f__Thermoplasmatota.g__uncultured.s__uncultured_archaeon";0;1;0;1;0;0;0
"OTU293";"d__Archaea.p__Aenigmarchaeota.c__Deep_Sea_Euryarchaeotic_Group.DSEG..o__Deep_Sea_Euryarchaeotic_Group.DSEG..f__Deep_Sea_Euryarchaeotic_Group.DSEG..g__Deep_Sea_Euryarchaeotic_Group.DSEG..s__uncultured_archaeon";0;1;0;1;0;0;0
"OTU294";"d__Bacteria.p__Spirochaetota.c__Leptospirae.o__Leptospirales.f__Leptospiraceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU295";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Draconibacterium.__";0;0;0;0;0;0;0
"OTU296";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Kaiserbacteria.f__Candidatus_Kaiserbacteria.g__Candidatus_Kaiserbacteria.s__uncultured_prokaryote";0;1;0;0;0;0;0
"OTU297";"d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae.g__Subgroup_10.s__uncultured_bacterium";0;1;0;0;0;1;0
"OTU298";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__Vicingus.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU299";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Dinoroseobacter.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU300";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Sediminispirochaeta.s__uncultured_Spirochaetes";0;1;0;1;0;0;0
"OTU301";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__Woesearchaeales.g__Woesearchaeales.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU302";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__UBA10353_marine_group.f__UBA10353_marine_group.g__UBA10353_marine_group.__";0;1;0;0;0;0;0
"OTU303";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__KZNMV.5.B42.f__KZNMV.5.B42.g__KZNMV.5.B42.s__uncultured_organism";0;1;0;0;0;0;0
"OTU304";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Maritimimonas.__";0;1;0;1;0;0;0
"OTU305";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__uncultured.s__uncultured_organism";0;1;0;1;0;0;0
"OTU306";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Parasphingopyxis.s__uncultured_bacterium";0;0;0;1;0;0;0
"OTU307";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.__.__.__";0;1;0;1;0;0;0
"OTU308";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__uncultured.g__uncultured.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU309";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Lewinella.__";0;1;0;0;0;0;0
"OTU310";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Amoebophilaceae.g__uncultured.s__uncultured_organism";0;1;0;0;0;0;0
"OTU311";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Yonathbacteria.f__Candidatus_Yonathbacteria.g__Candidatus_Yonathbacteria.s__uncultured_bacterium";0;0;0;1;0;0;0
"OTU312";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Caldilineales.f__Caldilineaceae.g__uncultured.s__uncultured_bacterium";0;1;0;0;0;1;0
